customer_id	campaign	response	response_date	purchase	purchase_date	product_id	Rowid	age	age_youngest_child	average#balance#feed#index	branch	debt_equity	gender	bad_payment	gold_card	pension_plan	household_debt_to_equity_ratio	income	marital	members_in_household	months_current_account	months_customer	call_center_contacts	loan_accounts	number_products	number_transactions	non_worker_percentage	white_collar_percentage	rfm_score	X_random
118878	2	1	2006-07-30 00:00:00	1		421	2806	27	0	57	"Princeton"	27	"M"	0	0	0	61	81448.000000	"S"	6	17	"24"	1	2	4	2	16	22	9.121610	3
118945	2	1	2006-07-04 00:00:00	1		183	714	24	0	826	"Kingsville"	24	"F"	0	0	1	54	81374.000000	"S"	2	9	"12"	2	3	3	19	7	38	26.417299	3
119028	1	1	2006-04-25 00:00:00	1	2006-04-25 00:00:00		163	27	0	159	"Ravensville"	27	"F"	0	0	0	72	81822.000000	"S"	2	31	"36"	0	0	2	1	12	14	9.492330	3
119031	2	1	2006-07-27 00:00:00	1		183	2543	45	18	627	"Ravensville"	45	"F"	0	0	0	67	82108.000000	"S"	7	30	"36"	0	0	6	13	4	27	20.119900	1
119037	1	1	2006-04-01 00:00:00	1	2006-04-01 00:00:00		8	45	15	257	"Ravensville"	45	"M"	0	0	0	67	82108.000000	"S"	7	28	"36"	0	2	6	3	4	27	9.934990	2
119057	2	1	2006-07-20 00:00:00	1		183	1987	61	33	560	"Catburg"	61	"F"	0	0	0	67	82108.000000	"M"	6	12	"24"	0	7	0	20	4	27	26.928699	1
119137	1	1	2006-05-21 00:00:00	1	2006-05-21 00:00:00		379	34	0	804	"Ravensville"	34	"M"	0	0	0	67	82108.000000	"S"	7	31	"36"	0	3	2	14	4	27	21.037201	3
119155	2	1	2006-07-09 00:00:00	0		421	1084	24	0	111	"Queensbury"	24	"F"	0	0	0	67	82108.000000	"S"	7	11	"24"	0	3	3	1	4	27	11.342300	3
119271	2	1	2006-07-19 00:00:00	1		183	1915	41	11	382	"Ravensville"	41	"M"	0	0	0	67	82108.000000	"S"	7	36	"48"	0	1	1	8	4	27	14.619600	3
119319	2	1	2006-07-14 00:00:00	1		183	1525	35	3	453	"Ravensville"	35	"F"	0	0	0	67	82108.000000	"S"	7	16	"24"	0	0	3	28	4	27	34.752201	2
119447	2	1	2006-07-31 00:00:00	1		421	2854	36	4	91	"Ravensville"	36	"M"	0	0	0	45	82064.000000	"M"	5	18	"24"	4	1	3	2	12	41	11.722300	1
119512	2	1	2006-07-24 00:00:00	1		421	2326	46	16	99	"Ravensville"	46	"M"	0	0	0	45	82064.000000	"M"	5	9	"12"	4	2	4	1	12	41	7.799000	1
119516	2	1	2006-07-21 00:00:00	1		183	2054	41	8	509	"Catburg"	41	"M"	0	0	0	45	82064.000000	"U"	5	41	"48"	4	1	4	18	12	41	25.491600	2
119560	1	1	2006-05-26 00:00:00	1	2006-05-26 00:00:00		420	30	3	166	"Queensbury"	30	"M"	0	0	0	45	82064.000000	"U"	5	15	"24"	4	0	2	1	12	41	8.459000	3
119584	2	1	2006-07-14 00:00:00	0		421	1541	44	13	68	"Catburg"	44	"M"	0	0	0	45	82064.000000	"U"	5	17	"24"	4	7	4	2	12	41	9.258990	1
119603	2	1	2006-07-07 00:00:00	1		421	936	25	0	356	"Princeton"	25	"F"	0	0	0	45	82064.000000	"S"	5	14	"24"	4	2	2	1	12	41	9.972330	3
119640	2	1	2006-07-01 00:00:00	1		183	481	58	23	489	"Ravensville"	58	"M"	0	0	0	45	82064.000000	"U"	4	26	"36"	4	5	5	26	12	41	32.855400	1
119659	2	1	2006-07-25 00:00:00	1		421	2401	38	9	258	"Queensbury"	38	"M"	0	0	0	45	82064.000000	"S"	5	5	"12"	4	1	5	3	12	41	12.591300	2
119682	1	1	2006-04-16 00:00:00	1	2006-04-16 00:00:00		94	30	1	182	"Kingsville"	30	"F"	0	0	0	45	82064.000000	"M"	5	22	"24"	4	1	2	1	12	41	9.792330	1
119684	1	1	2006-04-12 00:00:00	1	2006-04-12 00:00:00		70	34	4	159	"Queensbury"	34	"M"	0	0	0	45	82064.000000	"S"	5	21	"24"	4	1	2	1	12	41	9.925670	3
119896	2	1	2006-07-10 00:00:00	0		183	1181	54	25	129	"Foxton"	54	"F"	0	0	0	68	82067.000000	"M"	2	28	"36"	0	1	2	1	4	26	9.929000	3
119942	2	1	2006-07-04 00:00:00	1		183	699	47	16	709	"Catburg"	47	"M"	0	0	0	68	82067.000000	"U"	3	14	"24"	0	0	4	16	4	26	22.899000	1
119968	2	1	2006-07-21 00:00:00	0		183	2066	51	21	199	"Queensbury"	51	"F"	0	0	0	68	82067.000000	"S"	2	29	"36"	0	0	5	3	4	26	9.612270	3
119999	2	1	2006-07-18 00:00:00	0		421	1845	53	22	633	"Catburg"	53	"F"	0	0	0	68	82067.000000	"M"	2	24	"36"	0	1	2	4	4	26	10.724300	1
120065	2	1	2006-07-14 00:00:00	0		183	1532	42	15	160	"Queensbury"	42	"M"	0	0	0	68	82067.000000	"M"	3	33	"36"	0	1	5	3	4	26	10.419600	1
120100	2	1	2006-07-14 00:00:00	1		421	1538	18	0	105	"Ravensville"	18	"F"	0	0	0	49	82349.000000	"S"	7	29	"36"	3	5	4	2	13	37	9.461160	2
120101	2	1	2006-07-29 00:00:00	1		421	2692	20	0	338	"Foxton"	20	"M"	0	0	0	49	82349.000000	"S"	7	39	"48"	3	0	2	2	13	37	11.238000	2
120111	1	1	2006-05-18 00:00:00	1	2006-05-18 00:00:00		346	26	0	521	"Foxton"	26	"F"	1	0	0	75	82270.000000	"S"	5	27	"36"	0	0	0	6	14	10	14.087100	2
120176	2	1	2006-07-02 00:00:00	1		183	552	40	9	451	"Kingsville"	40	"M"	0	0	0	49	82442.000000	"S"	5	36	"48"	3	0	6	17	9	40	24.076000	3
120208	2	1	2006-07-10 00:00:00	0		421	1177	63	32	179	"Catburg"	63	"F"	0	0	0	59	82443.000000	"U"	2	36	"48"	1	2	2	1	10	29	13.212300	1
120253	2	1	2006-07-21 00:00:00	1		183	2055	41	12	229	"Ravensville"	41	"M"	0	0	0	61	82365.000000	"S"	2	31	"36"	1	0	0	14	6	32	21.013901	3
120323	2	1	2006-07-02 00:00:00	1		183	553	46	21	526	"Ravensville"	46	"M"	0	0	0	35	82454.000000	"S"	1	7	"12"	6	3	5	20	18	46	26.768801	2
120350	2	1	2006-07-24 00:00:00	1		183	2329	46	14	1053	"Catburg"	46	"F"	0	0	0	62	82920.000000	"U"	6	23	"36"	1	3	4	18	8	28	25.398701	2
120362	2	1	2006-07-20 00:00:00	1		183	2000	28	1	642	"Ravensville"	28	"M"	0	0	0	62	82920.000000	"S"	6	22	"24"	1	1	4	15	8	28	21.993900	1
120434	2	1	2006-07-20 00:00:00	1		183	1997	52	22	556	"Ravensville"	52	"F"	0	0	0	61	82920.000000	"M"	4	39	"48"	1	0	4	29	16	21	36.155201	3
120463	2	1	2006-07-17 00:00:00	0		421	1754	50	20	54	"Foxton"	50	"F"	0	0	0	52	82943.000000	"U"	3	16	"24"	2	1	3	2	11	35	9.253990	1
120485	2	1	2006-07-11 00:00:00	0		421	1248	55	29	229	"Queensbury"	55	"M"	0	0	0	57	82905.000000	"M"	2	15	"24"	1	0	3	1	13	29	11.562300	1
120609	2	1	2006-07-04 00:00:00	1		183	696	58	30	412	"Kingsville"	58	"F"	0	0	0	46	82920.000000	"U"	6	24	"36"	3	2	1	20	13	40	27.299801	3
120622	2	1	2006-07-24 00:00:00	1		421	2330	25	0	166	"Foxton"	25	"M"	0	0	0	60	82899.000000	"S"	2	37	"48"	1	0	5	2	8	31	10.392300	1
120681	2	1	2006-07-19 00:00:00	1		421	1913	27	0	125	"Foxton"	27	"M"	0	0	0	55	82915.000000	"S"	4	10	"12"	2	1	2	1	15	29	11.785700	3
120687	2	1	2006-07-13 00:00:00	0		183	1419	37	8	219	"Kingsville"	37	"M"	0	0	0	55	82915.000000	"M"	4	21	"24"	2	1	2	1	15	29	8.899000	1
120691	1	1	2006-04-12 00:00:00	1	2006-04-12 00:00:00		72	31	3	159	"Foxton"	31	"F"	0	0	0	55	82915.000000	"M"	4	30	"36"	2	2	3	1	15	29	9.925670	1
120699	2	1	2006-07-23 00:00:00	1		183	2229	33	4	486	"Ravensville"	33	"M"	0	0	0	57	82909.000000	"M"	7	13	"24"	1	0	3	17	11	30	23.619200	3
120751	2	1	2006-07-13 00:00:00	1		183	1415	47	12	588	"Princeton"	47	"F"	0	0	0	44	83009.000000	"M"	6	28	"36"	4	1	0	22	15	39	30.044600	2
120831	2	1	2006-07-17 00:00:00	0		183	1753	49	20	223	"Foxton"	49	"F"	0	0	0	51	83438.000000	"M"	3	35	"36"	3	1	2	1	12	35	12.432300	1
120847	2	1	2006-07-26 00:00:00	1		183	2489	50	20	597	"Catburg"	50	"M"	0	0	0	60	83383.000000	"U"	5	10	"12"	1	1	6	26	10	28	32.763401	2
120889	2	1	2006-07-13 00:00:00	0		421	1416	35	5	178	"Kingsville"	35	"M"	0	0	0	59	83390.000000	"M"	2	10	"12"	1	1	4	2	17	23	9.411330	2
120902	2	1	2006-07-14 00:00:00	1		183	1531	38	7	504	"Kingsville"	38	"F"	0	0	0	59	83390.000000	"U"	2	19	"24"	1	1	5	14	17	23	20.626699	2
120941	2	1	2006-07-16 00:00:00	1		421	1688	40	6	257	"Foxton"	40	"M"	0	0	0	57	83421.000000	"U"	3	6	"12"	2	1	3	1	14	28	10.615700	1
120981	1	1	2006-05-26 00:00:00	1	2006-05-26 00:00:00		421	26	0	159	"Catburg"	26	"F"	0	0	0	53	83367.000000	"S"	5	11	"24"	2	1	1	1	13	32	8.459000	1
121071	1	1	2006-04-17 00:00:00	1	2006-04-17 00:00:00		100	33	5	179	"Queensbury"	33	"F"	0	0	0	55	83542.000000	"S"	6	17	"24"	2	0	3	2	14	29	10.764000	1
121133	2	1	2006-07-07 00:00:00	1		421	949	31	3	181	"Princeton"	31	"M"	0	0	0	64	83511.000000	"M"	3	29	"36"	1	0	3	2	14	20	13.658000	3
121142	1	1	2006-05-08 00:00:00	1	2006-05-08 00:00:00		272	50	20	235	"Princeton"	50	"M"	0	0	0	64	83511.000000	"M"	2	18	"24"	1	1	4	3	14	20	9.561320	2
121187	1	1	2006-04-08 00:00:00	1	2006-04-08 00:00:00		49	25	0	159	"Ravensville"	25	"M"	0	0	0	64	83511.000000	"S"	3	25	"36"	1	1	1	1	14	20	10.059000	3
121187	2	1	2006-07-07 00:00:00	1		421	940	25	0	159	"Ravensville"	25	"M"	0	0	0	64	83511.000000	"S"	3	25	"36"	1	1	1	1	14	20	10.059000	3
121234	2	1	2006-07-15 00:00:00	1		183	1587	48	15	1021	"Ravensville"	48	"M"	0	0	0	64	83460.000000	"S"	4	12	"24"	1	0	1	29	14	21	36.136700	2
121238	2	1	2006-07-11 00:00:00	0		183	1245	41	13	473	"Ravensville"	41	"M"	0	0	0	64	83460.000000	"U"	4	11	"24"	1	0	4	2	14	21	12.351300	1
121280	2	1	2006-07-19 00:00:00	0		183	1912	45	16	157	"Foxton"	45	"M"	0	0	0	64	83460.000000	"U"	4	12	"24"	1	1	1	1	14	21	8.582330	1
121314	2	1	2006-07-30 00:00:00	0		183	2795	38	10	362	"Ravensville"	38	"F"	0	0	0	52	83483.000000	"M"	3	18	"24"	3	2	5	3	20	26	11.004700	1
121346	2	1	2006-07-14 00:00:00	0		183	1536	47	21	102	"Kingsville"	47	"F"	0	0	0	52	83483.000000	"U"	2	19	"24"	3	1	5	3	20	26	12.890900	2
121351	2	1	2006-07-30 00:00:00	1		421	2797	33	2	213	"Princeton"	33	"M"	0	0	0	52	83483.000000	"U"	3	25	"36"	3	3	2	1	20	26	10.732300	1
121356	2	1	2006-07-21 00:00:00	0		183	2065	39	7	168	"Queensbury"	39	"F"	0	0	0	52	83483.000000	"S"	3	36	"48"	3	0	6	3	20	26	13.714600	1
121383	2	1	2006-07-27 00:00:00	1		183	2544	32	4	831	"Princeton"	32	"M"	0	0	0	44	83719.000000	"U"	7	15	"24"	4	2	4	24	13	41	30.942400	2
121411	2	1	2006-07-14 00:00:00	1		183	1537	39	8	335	"Kingsville"	39	"M"	0	0	0	44	83719.000000	"S"	7	5	"12"	4	3	6	25	13	41	31.729099	2
121431	2	1	2006-07-14 00:00:00	1		421	1529	35	3	120	"Ravensville"	35	"M"	0	0	0	44	83719.000000	"U"	7	16	"24"	4	0	4	2	13	41	10.038300	2
121457	1	1	2006-04-05 00:00:00	1	2006-04-05 00:00:00		34	40	13	171	"Kingsville"	40	"F"	0	0	0	44	83719.000000	"M"	7	19	"24"	4	1	1	1	13	41	10.159000	3
121463	1	1	2006-04-23 00:00:00	1	2006-04-23 00:00:00		146	60	31	208	"Queensbury"	60	"F"	0	0	0	44	83719.000000	"U"	6	25	"36"	4	1	2	2	13	41	9.674670	1
121524	2	1	2006-07-01 00:00:00	1		421	480	46	15	183	"Kingsville"	46	"M"	0	0	0	44	83719.000000	"S"	7	32	"36"	4	0	3	1	13	41	11.025700	3
121528	2	1	2006-07-05 00:00:00	1		421	757	26	0	299	"Princeton"	26	"M"	0	0	0	44	83719.000000	"S"	7	25	"36"	4	1	3	1	13	41	11.065700	3
121554	1	1	2006-05-13 00:00:00	1	2006-05-13 00:00:00		316	41	9	166	"Kingsville"	41	"F"	0	0	0	44	83719.000000	"U"	7	5	"12"	4	0	1	1	13	41	8.892330	1
121583	2	1	2006-07-12 00:00:00	1		183	1333	63	32	449	"Queensbury"	63	"F"	0	0	0	44	83719.000000	"S"	6	27	"36"	4	1	3	22	13	41	29.348301	2
121603	2	1	2006-07-30 00:00:00	1		183	2800	43	17	798	"Queensbury"	43	"F"	0	0	0	44	83719.000000	"S"	7	32	"36"	4	1	0	27	13	41	34.300098	3
121659	2	1	2006-07-27 00:00:00	1		421	2541	33	4	148	"Ravensville"	33	"F"	0	0	0	44	83719.000000	"M"	7	38	"48"	4	1	2	1	13	41	8.805670	1
121750	2	1	2006-07-15 00:00:00	1		183	1588	25	0	517	"Ravensville"	25	"F"	0	0	0	44	83719.000000	"S"	7	13	"24"	4	0	2	23	13	41	29.773399	3
121821	2	1	2006-07-22 00:00:00	1		421	2166	41	13	98	"Queensbury"	41	"M"	0	0	0	44	83719.000000	"U"	7	27	"36"	4	2	2	2	13	41	9.394990	3
121850	2	1	2006-07-20 00:00:00	1		183	2003	64	35	1307	"Foxton"	64	"F"	0	0	0	44	83719.000000	"U"	6	27	"36"	4	2	5	39	13	41	46.443501	2
121859	2	1	2006-07-22 00:00:00	1		421	2165	42	14	299	"Princeton"	42	"M"	0	0	0	44	83719.000000	"M"	7	17	"24"	4	1	2	1	13	41	10.865700	1
121877	2	1	2006-07-05 00:00:00	0		421	754	79	51	197	"Queensbury"	79	"F"	0	0	0	44	83719.000000	"U"	6	7	"12"	4	0	3	2	13	41	9.312320	2
121893	1	1	2006-05-13 00:00:00	1	2006-05-13 00:00:00		314	51	24	378	"Queensbury"	51	"M"	0	0	0	44	83719.000000	"M"	6	35	"36"	4	2	4	2	13	41	10.111300	1
121899	2	1	2006-07-02 00:00:00	1		183	551	38	13	326	"Kingsville"	38	"F"	0	0	1	44	83719.000000	"M"	7	18	"24"	4	0	6	19	13	41	25.692499	1
121925	2	1	2006-07-11 00:00:00	1		421	1249	43	12	94	"Foxton"	43	"M"	0	0	0	44	83719.000000	"S"	7	21	"24"	4	0	3	2	13	41	11.727300	1
121997	2	1	2006-07-27 00:00:00	1		421	2542	33	2	140	"Princeton"	33	"M"	0	0	0	56	83729.000000	"M"	3	24	"36"	2	1	5	2	17	26	9.071320	2
122012	2	1	2006-07-14 00:00:00	1		183	1540	66	36	126	"Kingsville"	66	"F"	0	0	0	56	83729.000000	"S"	2	6	"12"	2	0	0	14	17	26	20.676500	1
122214	2	1	2006-07-26 00:00:00	1		183	2488	48	13	669	"Queensbury"	48	"M"	0	0	1	56	83729.000000	"S"	3	6	"12"	2	0	1	21	17	26	27.725100	1
122216	2	1	2006-07-05 00:00:00	0		183	740	44	19	220	"Kingsville"	44	"F"	0	0	0	56	83729.000000	"M"	2	39	"48"	2	1	4	2	17	26	12.175700	2
122222	2	1	2006-07-12 00:00:00	0		183	1335	40	11	296	"Ravensville"	40	"M"	0	0	0	56	83729.000000	"M"	3	22	"24"	2	1	3	1	17	26	8.545670	3
122237	2	1	2006-07-09 00:00:00	1		183	1081	21	0	603	"Catburg"	21	"F"	0	0	0	56	83729.000000	"S"	3	17	"24"	2	0	6	14	17	26	21.140400	3
122239	2	1	2006-07-10 00:00:00	0		421	1178	52	26	163	"Queensbury"	52	"F"	0	0	0	56	83729.000000	"S"	2	6	"12"	2	2	4	1	17	26	12.125700	1
122264	2	1	2006-07-07 00:00:00	1		183	950	72	41	738	"Kingsville"	72	"F"	0	0	0	56	83729.000000	"M"	2	31	"36"	2	0	3	13	17	26	21.330400	3
122331	2	1	2006-07-06 00:00:00	1		421	864	18	0	74	"Queensbury"	18	"F"	0	0	0	56	83729.000000	"S"	3	23	"24"	2	1	4	1	17	26	10.640700	2
122381	1	1	2006-05-23 00:00:00	1	2006-05-23 00:00:00		393	35	9	167	"Catburg"	35	"M"	0	0	0	56	83729.000000	"S"	3	30	"36"	2	0	3	1	17	26	8.559000	2
122413	2	1	2006-07-26 00:00:00	1		183	2491	31	0	449	"Kingsville"	31	"F"	0	0	0	56	83729.000000	"S"	3	8	"12"	2	1	4	18	17	26	25.848301	2
122453	2	1	2006-07-14 00:00:00	0		421	1534	41	14	819	"Kingsville"	41	"F"	0	0	0	56	83729.000000	"M"	3	13	"24"	2	1	4	3	17	26	11.291300	1
122486	2	1	2006-07-24 00:00:00	1		183	2323	39	12	572	"Princeton"	39	"F"	0	0	0	56	83729.000000	"M"	3	40	"48"	2	2	0	8	17	26	15.138600	1
122522	2	1	2006-07-21 00:00:00	0		421	2058	47	21	269	"Queensbury"	47	"M"	0	0	0	56	83729.000000	"S"	2	14	"24"	2	0	3	1	17	26	13.269000	2
122548	2	1	2006-07-20 00:00:00	0		183	1998	40	12	205	"Ravensville"	40	"F"	0	0	0	56	83729.000000	"M"	3	29	"36"	2	2	3	1	17	26	8.979000	1
122610	2	1	2006-07-09 00:00:00	1		183	1089	47	23	449	"Ravensville"	47	"M"	0	0	0	56	83729.000000	"S"	2	11	"24"	2	0	5	20	17	26	26.793501	3
122616	2	1	2006-07-14 00:00:00	1		421	1528	22	0	134	"Queensbury"	22	"M"	0	0	0	58	83660.000000	"S"	6	37	"48"	1	1	2	2	14	26	8.318990	2
122763	2	1	2006-07-03 00:00:00	1		421	610	26	0	219	"Princeton"	26	"M"	0	0	0	58	83660.000000	"S"	6	10	"12"	1	1	3	2	14	26	9.593000	3
122773	1	1	2006-05-16 00:00:00	1	2006-05-16 00:00:00		329	31	2	245	"Princeton"	31	"F"	0	0	0	58	83660.000000	"S"	6	10	"12"	1	0	4	3	14	26	10.878300	3
